CallID,Timestamp,X,Y,IncidentType,Severity,ResponseUnit
784,2025-08-05 00:04:46,58,1,Fire,Low,Fire Truck
785,2025-02-23 13:23:15,78,79,Traffic Accident,Moderate,Ambulance
786,2025-01-03 07:39:45,89,22,Medical Emergency,Low,Ambulance
787,2025-05-03 23:14:56,37,66,Other,Moderate,Ambulance
788,2025-09-04 03:53:29,44,95,Traffic Accident,Moderate,Ambulance
789,2025-04-05 06:37:31,99,6,Traffic Accident,Moderate,Police
790,2025-01-27 21:02:12,3,95,Medical Emergency,Critical,Ambulance
791,2025-03-24 02:13:06,83,75,Traffic Accident,Moderate,Ambulance
792,2025-04-24 16:36:15,21,69,Fire,Low,Police
793,2025-06-28 10:29:24,59,45,Medical Emergency,Moderate,Police
794,2025-02-27 05:22:37,58,28,Fire,Moderate,Ambulance
795,2025-06-30 02:56:17,7,74,Medical Emergency,Low,Mixed
796,2025-02-23 23:08:05,26,19,Other,Low,Police
797,2025-03-16 00:32:40,60,73,Traffic Accident,Moderate,Fire Truck
798,2025-05-04 08:29:55,15,12,Traffic Accident,Critical,Ambulance
799,2025-04-23 20:57:25,53,74,Traffic Accident,Critical,Ambulance
800,2025-02-22 04:24:35,85,37,Traffic Accident,Low,Police
801,2025-06-10 16:47:40,99,31,Traffic Accident,Moderate,Ambulance
802,2025-09-25 23:17:14,2,79,Fire,Moderate,Ambulance
803,2025-04-24 12:15:28,67,60,Medical Emergency,Low,Fire Truck
804,2025-07-23 07:36:34,60,42,Fire,Moderate,Police
805,2025-07-11 05:03:23,10,97,Traffic Accident,Moderate,Ambulance
806,2025-04-09 05:21:50,50,20,Other,Moderate,Police
807,2025-08-21 18:15:44,83,37,Fire,Critical,Ambulance
808,2025-09-15 23:18:25,17,26,Medical Emergency,Moderate,Mixed
809,2025-09-26 20:19:11,20,43,Fire,Moderate,Fire Truck
810,2025-03-13 11:30:13,53,73,Fire,Low,Police
811,2025-02-27 16:29:23,64,14,Traffic Accident,Critical,Fire Truck
812,2025-06-06 06:32:21,80,92,Other,Critical,Fire Truck
813,2025-07-28 02:22:57,32,58,Medical Emergency,Low,Police
814,2025-05-12 18:57:48,93,37,Fire,Moderate,Ambulance
815,2025-01-10 15:15:00,76,65,Fire,Moderate,Mixed
816,2025-05-17 03:35:25,25,74,Fire,Moderate,Ambulance
817,2025-03-19 20:17:24,7,28,Fire,Critical,Fire Truck
818,2025-02-14 12:06:48,54,15,Medical Emergency,Moderate,Fire Truck
819,2025-06-07 20:32:57,58,55,Traffic Accident,Low,Ambulance
820,2025-01-09 21:42:18,72,34,Traffic Accident,Moderate,Fire Truck
821,2025-01-27 18:37:43,94,56,Fire,Low,Ambulance
822,2025-09-05 18:40:26,19,52,Other,Low,Police
823,2025-05-18 03:26:29,93,28,Traffic Accident,Moderate,Ambulance
824,2025-01-31 18:39:32,57,33,Fire,Critical,Mixed
825,2025-08-13 05:06:58,31,51,Fire,Moderate,Mixed
826,2025-04-09 20:15:07,39,71,Fire,Moderate,Police
827,2025-09-03 20:01:04,63,7,Traffic Accident,Critical,Police
828,2025-03-12 14:26:04,27,48,Traffic Accident,Moderate,Mixed
829,2025-08-14 04:57:51,25,85,Medical Emergency,Low,Ambulance
830,2025-01-29 21:47:19,87,86,Traffic Accident,Low,Police
831,2025-04-28 20:35:36,45,95,Traffic Accident,Moderate,Police
832,2025-05-13 00:27:20,23,98,Traffic Accident,Critical,Police
833,2025-05-16 02:27:39,64,94,Traffic Accident,Low,Ambulance
834,2025-05-15 20:06:57,55,97,Fire,Low,Fire Truck
835,2025-07-01 16:05:16,75,39,Medical Emergency,Critical,Ambulance
836,2025-02-14 01:00:21,38,12,Other,Low,Ambulance
837,2025-05-01 17:55:49,90,84,Fire,Low,Ambulance
838,2025-09-02 01:20:31,43,37,Medical Emergency,Moderate,Police
839,2025-05-11 08:56:14,17,15,Traffic Accident,Moderate,Police
840,2025-02-01 00:09:01,61,12,Medical Emergency,Low,Fire Truck
841,2025-07-25 23:23:53,76,59,Fire,Moderate,Ambulance
842,2025-03-21 12:50:53,38,71,Traffic Accident,Moderate,Ambulance
843,2025-04-06 04:35:23,37,91,Traffic Accident,Low,Ambulance
844,2025-05-21 19:26:28,97,79,Traffic Accident,Low,Mixed
845,2025-09-20 11:22:18,71,61,Traffic Accident,Moderate,Police
846,2025-02-02 13:22:40,2,58,Traffic Accident,Low,Fire Truck
847,2025-04-21 04:08:20,68,61,Other,Critical,Ambulance
848,2025-03-10 03:26:53,84,83,Traffic Accident,Moderate,Ambulance
849,2025-02-03 08:23:51,41,48,Medical Emergency,Low,Ambulance
850,2025-05-02 08:51:39,96,0,Traffic Accident,Critical,Ambulance
851,2025-03-07 12:17:29,90,22,Traffic Accident,Moderate,Ambulance
852,2025-05-09 16:57:49,58,12,Fire,Moderate,Police
853,2025-04-23 21:30:40,15,1,Medical Emergency,Moderate,Police
854,2025-08-23 06:56:10,12,95,Traffic Accident,Low,Ambulance
855,2025-06-29 03:31:12,42,84,Medical Emergency,Critical,Fire Truck
856,2025-01-07 15:19:55,82,14,Other,Moderate,Fire Truck
857,2025-04-17 07:10:56,86,51,Traffic Accident,Low,Mixed
858,2025-09-04 06:41:56,0,43,Traffic Accident,Moderate,Ambulance
859,2025-07-29 04:45:13,14,11,Medical Emergency,Critical,Fire Truck
860,2025-09-16 02:54:48,71,26,Traffic Accident,Moderate,Police
861,2025-07-24 06:44:57,61,10,Fire,Moderate,Ambulance
862,2025-05-31 09:03:52,92,84,Fire,Low,Ambulance
863,2025-01-09 16:03:59,49,36,Medical Emergency,Moderate,Ambulance
864,2025-02-15 18:33:45,48,98,Fire,Moderate,Ambulance
865,2025-03-24 15:35:12,65,62,Traffic Accident,Moderate,Fire Truck
866,2025-07-08 01:07:15,5,18,Traffic Accident,Moderate,Fire Truck
867,2025-09-26 10:17:10,36,67,Traffic Accident,Low,Ambulance
868,2025-06-25 16:40:58,12,51,Medical Emergency,Moderate,Ambulance
869,2025-04-20 14:43:44,59,82,Traffic Accident,Moderate,Ambulance
870,2025-02-14 21:42:16,27,0,Traffic Accident,Low,Fire Truck
871,2025-09-30 12:47:35,75,71,Other,Moderate,Ambulance
872,2025-02-24 23:07:20,26,8,Traffic Accident,Low,Ambulance
873,2025-08-26 15:45:18,13,24,Other,Critical,Ambulance
874,2025-09-12 12:59:12,72,25,Medical Emergency,Moderate,Ambulance
875,2025-02-22 09:25:31,23,4,Traffic Accident,Low,Police
876,2025-02-18 14:09:04,34,75,Medical Emergency,Moderate,Police
877,2025-05-19 17:12:27,86,94,Traffic Accident,Low,Ambulance
878,2025-09-13 18:41:40,47,54,Traffic Accident,Moderate,Police
879,2025-08-15 04:49:48,2,20,Fire,Low,Ambulance
880,2025-03-09 09:37:42,61,96,Traffic Accident,Moderate,Mixed
881,2025-04-17 10:17:34,51,78,Fire,Critical,Ambulance
882,2025-05-29 22:45:00,4,69,Other,Moderate,Police
883,2025-01-20 10:16:22,67,90,Other,Low,Fire Truck
884,2025-08-02 16:05:36,22,63,Medical Emergency,Moderate,Ambulance
885,2025-09-02 07:06:29,71,74,Medical Emergency,Critical,Fire Truck
886,2025-07-03 20:13:05,54,36,Traffic Accident,Low,Ambulance
887,2025-02-03 02:55:14,72,58,Fire,Low,Ambulance
888,2025-01-01 02:48:33,29,10,Fire,Critical,Ambulance
889,2025-04-03 17:18:17,71,62,Fire,Moderate,Ambulance
890,2025-06-27 12:52:09,93,72,Traffic Accident,Low,Ambulance
891,2025-08-16 16:19:31,33,30,Traffic Accident,Moderate,Ambulance
892,2025-06-01 22:31:09,39,0,Traffic Accident,Moderate,Ambulance
893,2025-03-10 14:35:37,20,78,Medical Emergency,Moderate,Ambulance
894,2025-07-30 06:34:03,7,61,Medical Emergency,Moderate,Ambulance
895,2025-05-28 22:13:10,16,37,Fire,Moderate,Police
896,2025-08-19 14:11:43,13,71,Medical Emergency,Low,Ambulance
897,2025-01-19 16:38:41,30,34,Traffic Accident,Moderate,Ambulance
898,2025-09-22 17:01:20,22,88,Medical Emergency,Low,Ambulance
899,2025-06-09 20:36:54,5,69,Medical Emergency,Moderate,Ambulance
900,2025-05-15 23:46:14,13,77,Traffic Accident,Moderate,Ambulance
901,2025-09-07 00:17:23,18,62,Other,Moderate,Ambulance
902,2025-09-15 21:48:37,18,19,Fire,Moderate,Police
903,2025-01-18 22:48:23,23,60,Fire,Low,Mixed
904,2025-05-28 07:46:21,98,31,Medical Emergency,Moderate,Fire Truck
905,2025-05-03 03:00:57,36,78,Traffic Accident,Critical,Ambulance
906,2025-02-25 10:05:54,91,15,Traffic Accident,Moderate,Ambulance
907,2025-09-03 07:17:47,65,30,Traffic Accident,Moderate,Mixed
908,2025-01-31 22:25:30,30,72,Traffic Accident,Low,Ambulance
909,2025-07-09 02:03:11,56,79,Fire,Low,Fire Truck
910,2025-09-11 11:32:59,68,92,Traffic Accident,Moderate,Police
911,2025-08-16 21:24:58,22,68,Traffic Accident,Low,Ambulance
912,2025-08-10 21:39:33,3,92,Other,Moderate,Police
913,2025-04-17 13:25:38,39,95,Traffic Accident,Low,Ambulance
914,2025-02-18 06:59:47,62,66,Medical Emergency,Low,Fire Truck
915,2025-03-18 20:54:08,62,67,Traffic Accident,Moderate,Police
916,2025-03-10 02:51:23,69,34,Other,Moderate,Police
917,2025-03-17 22:45:52,10,76,Other,Critical,Fire Truck
918,2025-03-11 05:59:48,86,13,Medical Emergency,Critical,Mixed
919,2025-07-02 04:41:23,22,73,Medical Emergency,Moderate,Ambulance
920,2025-08-11 16:55:48,86,29,Medical Emergency,Critical,Fire Truck
921,2025-03-04 16:24:21,24,73,Medical Emergency,Critical,Ambulance
922,2025-03-19 09:08:14,40,24,Medical Emergency,Moderate,Ambulance
923,2025-04-24 14:13:40,98,74,Traffic Accident,Low,Mixed
924,2025-02-08 12:02:57,80,63,Traffic Accident,Moderate,Ambulance
925,2025-07-31 21:19:34,81,53,Traffic Accident,Moderate,Ambulance
926,2025-07-06 04:59:31,98,58,Fire,Critical,Police
927,2025-09-19 11:20:16,46,47,Medical Emergency,Moderate,Fire Truck
928,2025-05-22 16:33:33,1,89,Traffic Accident,Low,Ambulance
929,2025-09-15 01:06:11,6,62,Traffic Accident,Moderate,Ambulance
930,2025-01-16 19:04:36,11,12,Medical Emergency,Low,Ambulance
931,2025-06-12 23:59:47,35,84,Traffic Accident,Critical,Ambulance
932,2025-07-15 09:58:08,92,46,Medical Emergency,Critical,Ambulance
933,2025-06-03 19:38:51,73,70,Traffic Accident,Moderate,Ambulance
934,2025-07-11 15:53:23,66,14,Traffic Accident,Moderate,Ambulance
935,2025-08-04 14:12:02,20,63,Traffic Accident,Low,Fire Truck
936,2025-07-24 07:24:01,24,69,Traffic Accident,Moderate,Ambulance
937,2025-01-15 22:08:13,17,68,Medical Emergency,Moderate,Ambulance
938,2025-05-08 14:31:33,33,12,Traffic Accident,Low,Ambulance
939,2025-08-27 01:53:15,51,51,Traffic Accident,Critical,Ambulance
940,2025-09-01 11:20:43,37,69,Medical Emergency,Low,Ambulance
941,2025-05-14 14:12:00,31,3,Traffic Accident,Critical,Fire Truck
942,2025-09-04 13:30:46,74,36,Traffic Accident,Critical,Mixed
943,2025-03-25 03:03:56,76,41,Fire,Moderate,Ambulance
944,2025-09-12 06:51:26,93,30,Medical Emergency,Moderate,Police
945,2025-01-25 13:49:05,82,94,Fire,Moderate,Ambulance
946,2025-01-08 12:15:44,1,65,Traffic Accident,Moderate,Police
947,2025-01-28 13:29:16,45,38,Other,Moderate,Police
948,2025-06-12 01:46:20,84,3,Medical Emergency,Moderate,Ambulance
949,2025-01-08 14:09:45,80,96,Fire,Critical,Fire Truck
950,2025-04-21 07:44:58,52,70,Traffic Accident,Low,Ambulance
951,2025-04-13 20:56:31,25,74,Other,Moderate,Police
952,2025-03-24 11:05:06,11,66,Medical Emergency,Moderate,Fire Truck
953,2025-03-30 20:21:14,15,1,Fire,Moderate,Ambulance
954,2025-02-22 20:15:01,24,95,Traffic Accident,Moderate,Ambulance
955,2025-04-14 20:41:59,76,41,Traffic Accident,Moderate,Ambulance
956,2025-04-06 00:46:33,56,83,Medical Emergency,Critical,Mixed
957,2025-08-19 12:17:08,31,89,Fire,Moderate,Ambulance
958,2025-01-07 13:34:58,89,72,Medical Emergency,Low,Police
959,2025-07-23 19:24:20,38,59,Medical Emergency,Moderate,Police
960,2025-07-07 18:01:26,26,1,Medical Emergency,Low,Ambulance
961,2025-09-11 17:18:52,11,27,Traffic Accident,Critical,Ambulance
962,2025-01-11 18:09:56,77,17,Traffic Accident,Low,Police
963,2025-04-21 23:17:05,21,69,Medical Emergency,Moderate,Fire Truck
964,2025-09-03 23:25:20,79,60,Other,Low,Fire Truck
965,2025-03-23 12:34:45,35,19,Other,Moderate,Ambulance
966,2025-07-04 20:11:19,15,58,Other,Moderate,Ambulance
967,2025-05-31 02:19:27,94,77,Medical Emergency,Moderate,Fire Truck
968,2025-07-27 02:17:50,13,60,Traffic Accident,Critical,Ambulance
969,2025-02-26 11:34:16,40,53,Other,Moderate,Ambulance
970,2025-03-31 17:35:33,86,77,Traffic Accident,Critical,Police
971,2025-04-06 09:20:13,16,91,Traffic Accident,Critical,Fire Truck
972,2025-09-11 01:19:13,39,12,Other,Moderate,Fire Truck
973,2025-02-15 16:00:41,69,24,Traffic Accident,Moderate,Mixed
974,2025-06-09 11:34:37,90,88,Traffic Accident,Moderate,Ambulance
975,2025-02-18 17:40:39,95,74,Medical Emergency,Low,Ambulance
976,2025-09-06 20:54:55,53,89,Traffic Accident,Low,Ambulance
977,2025-02-06 15:10:46,57,52,Traffic Accident,Moderate,Fire Truck
978,2025-07-19 05:44:20,69,7,Traffic Accident,Critical,Fire Truck
979,2025-05-16 21:54:17,34,68,Fire,Moderate,Police
980,2025-03-09 08:20:59,72,38,Medical Emergency,Moderate,Police
981,2025-07-18 15:28:14,44,42,Traffic Accident,Critical,Ambulance
982,2025-09-04 08:24:02,51,52,Medical Emergency,Moderate,Ambulance
983,2025-06-25 16:50:19,71,41,Fire,Moderate,Ambulance
984,2025-09-28 14:14:28,76,27,Medical Emergency,Moderate,Police
985,2025-01-26 06:41:13,50,11,Fire,Critical,Ambulance
986,2025-02-13 03:29:00,41,26,Other,Moderate,Ambulance
987,2025-04-23 15:21:57,5,45,Fire,Moderate,Ambulance
988,2025-08-04 15:12:37,98,71,Fire,Low,Ambulance
989,2025-03-28 09:38:14,10,60,Other,Low,Police
990,2025-03-23 08:28:08,11,42,Other,Moderate,Police
991,2025-03-13 13:52:09,79,12,Medical Emergency,Low,Ambulance
992,2025-09-03 12:46:34,3,74,Other,Moderate,Ambulance
993,2025-04-21 20:17:40,91,53,Fire,Low,Ambulance
994,2025-08-17 09:41:23,56,25,Medical Emergency,Moderate,Ambulance
995,2025-09-19 10:59:15,13,77,Traffic Accident,Moderate,Ambulance
996,2025-07-22 17:54:45,29,92,Medical Emergency,Moderate,Mixed
997,2025-03-14 13:50:15,46,52,Fire,Moderate,Ambulance
998,2025-09-23 17:13:22,86,88,Other,Moderate,Mixed
999,2025-02-19 20:48:27,40,73,Fire,Moderate,Fire Truck
1000,2025-01-28 10:18:09,90,51,Traffic Accident,Critical,Fire Truck
